Date,Open,High,Low,Close,Volume
2020-01-01,12202.15,12222.2,12165.3,12182.5,304078039
2020-01-02,12198.55,12289.9,12195.25,12282.2,407697594
2020-01-03,12261.1,12265.6,12191.35,12226.65,428770054
2020-01-06,12170.6,12179.1,11974.2,11993.05,396501419
2020-01-07,12079.1,12152.15,12005.35,12052.95,447818617
2020-01-08,11939.1,12044.95,11929.6,12025.35,445991640
2020-01-09,12153.15,12224.05,12132.55,12215.9,477469878
2020-01-10,12271.0,12311.2,12213.2,12256.8,660627930
2020-01-13,12296.7,12337.75,12285.8,12329.55,500968242
2020-01-14,12333.1,12374.25,12308.7,12362.3,616260555
2020-01-15,12349.4,12355.15,12278.75,12343.3,684352965
2020-01-16,12347.1,12389.05,12315.8,12355.5,395670245
2020-01-17,12328.4,12385.45,12321.4,12352.35,502060615
2020-01-20,12430.5,12430.5,12216.9,12224.55,491609317
2020-01-21,12195.3,12230.05,12162.3,12169.85,443976442
2020-01-22,12218.35,12225.05,12087.9,12106.9,526294513
2020-01-23,12123.75,12189.0,12094.1,12180.35,867653663
2020-01-24,12174.55,12272.15,12149.65,12248.25,593237908
2020-01-27,12197.1,12216.6,12107.0,12119.0,441158138
2020-01-28,12148.1,12163.55,12024.5,12055.8,478484057
2020-01-29,12114.9,12169.6,12103.8,12129.5,514362340
2020-01-30,12147.75,12150.3,12010.6,12035.8,538138743
2020-01-31,12100.4,12103.55,11945.85,11962.1,771278258
2020-02-01,11939.0,12017.35,11633.3,11661.85,537634767
2020-02-03,11627.45,11749.85,11614.5,11707.9,669815788
2020-02-04,11786.25,11986.15,11783.4,11979.65,560430291
2020-02-05,12005.85,12098.15,11953.35,12089.15,758032580
2020-02-06,12120.0,12160.6,12084.65,12137.95,565116236
2020-02-07,12151.15,12154.7,12073.95,12098.35,473475144
2020-02-10,12102.35,12103.55,11990.75,12031.5,525674715
2020-02-11,12108.4,12172.3,12099.0,12107.9,480491557
2020-02-12,12151.0,12231.75,12144.3,12201.2,412399174
2020-02-13,12219.55,12225.65,12139.8,12174.65,501510138
2020-02-14,12190.15,12246.7,12091.2,12113.45,623053270
2020-02-17,12131.8,12159.6,12037.0,12045.8,455412408
2020-02-18,12028.25,12030.75,11908.05,11992.5,677307424
2020-02-19,12090.6,12134.7,12042.1,12125.9,514030605
2020-02-20,12119.0,12152.0,12071.45,12080.85,502875583
2020-02-24,12012.55,12012.55,11813.4,11829.4,491224913
2020-02-25,11877.5,11883.05,11779.9,11797.9,461349973
2020-02-26,11738.55,11783.25,11639.6,11678.5,567990976
2020-02-27,11661.25,11663.85,11536.7,11633.3,609266324
2020-02-28,11382.0,11384.8,11175.05,11201.75,810523106
2020-03-02,11387.35,11433.0,11036.25,11132.75,681148567
2020-03-03,11217.55,11342.25,11152.55,11303.3,696919348
2020-03-04,11351.35,11356.6,11082.15,11251.0,798021596
2020-03-05,11306.05,11389.5,11244.6,11269.0,1353209029
2020-03-06,10942.65,11035.1,10827.4,10989.45,1811564187
2020-03-09,10742.05,10751.55,10294.45,10451.45,1566119057
2020-03-11,10334.3,10545.1,10334.0,10458.4,1219079693
2020-03-12,10039.95,10040.75,9508.0,9590.15,1344263317
2020-03-13,9107.6,10159.4,8555.15,9955.2,1389061775
2020-03-16,9587.8,9602.2,9165.1,9197.4,898523271
2020-03-17,9285.4,9403.8,8915.6,8967.05,936185892
2020-03-18,9088.45,9127.55,8407.05,8468.8,1517275761
2020-03-19,8063.3,8575.45,7832.55,8263.45,926508824
2020-03-20,8284.45,8883.0,8178.2,8745.45,1072263600
2020-03-23,7945.7,8159.25,7583.6,7610.25,654151814
2020-03-24,7848.3,8036.95,7511.1,7801.05,739354439
2020-03-25,7735.15,8376.75,7714.75,8317.85,738114713
2020-03-26,8451.0,8749.05,8304.9,8641.45,866534643
2020-03-27,8949.1,9038.9,8522.9,8660.25,801923401
2020-03-30,8385.95,8576.0,8244.0,8281.1,593953051
2020-03-31,8529.35,8678.3,8358.0,8597.75,713390935
2020-04-01,8584.1,8588.1,8198.35,8253.8,507509685
2020-04-03,8356.55,8356.55,8055.8,8083.8,697752438
2020-04-07,8446.3,8819.4,8360.95,8792.2,815245226
2020-04-08,8688.9,9131.7,8653.9,8748.75,897562690
2020-04-09,8973.05,9128.35,8904.55,9111.9,743036134
2020-04-13,9103.95,9112.05,8912.4,8993.85,644468815
2020-04-15,9196.4,9261.2,8874.1,8925.3,880159358
2020-04-16,8851.25,9053.75,8821.9,8992.8,720116479
2020-04-17,9323.45,9324.0,9091.35,9266.75,684910520
2020-04-20,9390.2,9390.85,9230.8,9261.85,726364699
2020-04-21,9016.95,9044.4,8909.4,8981.45,655122903
2020-04-22,9026.75,9209.75,8946.25,9187.3,734383388
2020-04-23,9232.35,9343.6,9170.15,9313.9,666650462
2020-04-24,9163.9,9296.9,9141.3,9154.4,659439249
2020-04-27,9259.7,9377.1,9250.35,9282.3,512793298
2020-04-28,9389.8,9404.4,9260.0,9380.9,614548983
2020-04-29,9408.6,9599.85,9392.35,9553.35,653026950
2020-04-30,9753.5,9889.05,9731.5,9859.9,931173802
2020-05-04,9533.5,9533.5,9266.95,9293.5,687487134
2020-05-05,9429.4,9450.9,9190.75,9205.6,725196178
2020-05-06,9226.8,9346.9,9116.5,9270.9,722185448
2020-05-07,9234.05,9277.85,9175.9,9199.05,708740416
2020-05-08,9376.95,9382.65,9238.2,9251.5,609053504
2020-05-11,9348.15,9439.9,9219.95,9239.2,704647074
2020-05-12,9168.85,9240.85,9043.95,9196.55,805458787
2020-05-13,9584.2,9584.5,9351.1,9383.55,846395245
2020-05-14,9213.95,9281.1,9119.75,9142.75,602555564
2020-05-15,9182.4,9182.4,9050.0,9136.85,575857112
2020-05-18,9158.3,9158.3,8806.75,8823.25,772983297
2020-05-19,8961.7,9030.35,8855.3,8879.1,762152894
2020-05-20,8889.15,9093.8,8875.35,9066.55,622308140
2020-05-21,9079.45,9178.55,9056.1,9106.25,631542699
2020-05-22,9067.9,9149.6,8968.55,9039.25,675759336
2020-05-26,9099.75,9161.65,8996.65,9029.05,654959960
2020-05-27,9082.2,9334.0,9004.25,9314.95,763492487
2020-05-28,9364.95,9511.25,9336.5,9490.1,837911425
2020-05-29,9422.2,9598.85,9376.9,9580.3,967005438
2020-06-01,9726.85,9931.6,9706.95,9826.15,794183122
2020-06-02,9880.85,9995.6,9824.05,9979.1,770192848
2020-06-03,10108.3,10176.2,10035.55,10061.55,794664422
2020-06-04,10054.25,10123.85,9944.25,10029.1,775106567
2020-06-05,10093.8,10177.8,10040.75,10142.15,987122302
2020-06-08,10326.75,10328.5,10120.25,10167.45,936485541
2020-06-09,10181.15,10291.15,10021.45,10046.65,754217460
2020-06-10,10072.6,10148.75,10036.85,10116.15,632383068
2020-06-11,10094.1,10112.05,9885.05,9902.0,715453486
2020-06-12,9544.95,9996.05,9544.35,9972.9,796306399
2020-06-15,9919.35,9943.35,9726.35,9813.7,716053036
2020-06-16,10014.8,10046.15,9728.5,9914.0,899895044
2020-06-17,9876.7,10003.6,9833.8,9881.15,685418390
2020-06-18,9863.25,10111.2,9845.05,10091.65,622895963
2020-06-19,10119.0,10272.4,10072.65,10244.4,892096343
2020-06-22,10318.75,10393.65,10277.6,10311.2,685385093
2020-06-23,10347.95,10484.7,10301.75,10471.0,669195109
2020-06-24,10529.25,10553.15,10281.95,10305.3,854799801
2020-06-25,10235.55,10361.8,10194.5,10288.9,994190886
2020-06-26,10378.9,10409.85,10311.25,10383.0,671910159
2020-06-29,10311.95,10337.95,10223.6,10312.4,574544482
2020-06-30,10382.6,10401.05,10267.35,10302.1,556238560
